content,sentiment
terlalu banyak iklan,1
the best pokoknya dehh🖤,1
"pengalaman saya selama 16 tahun sebagai pngguna YouTube sangat sangat memuaskan dengan YouTube ya dapat belajar banyak hal melalui video edukasi dan banyak video mendidik lainnya pokoknya aplikasinya the best bgt dahhh semoga kedepannya lebih tingkatkan lagi untuk fitur""nya. semoga ada video untuk nonton offline nya biar pas habis kuota bisa nonton video secara offline gitu aja sih",1
ini kenapa pause di short nggak berfungsi,0
👍🏻,1
bagus,1
tolong perbaiki aplikasi youtub sya,1
mantap,1
kentang mau Prem malah ga bisa,0
"tidak aman untuk anak""",0
seru,1
saya sangat terbantu dengan adanya fitur subtitle yang bisa menerjemahkan bahasa asing ke bahasa Indonesia,1
"meskipun iklan tetap ada tapi setiap vidio yang kita cari pasti muncul, dan sedikit kalau kita download pasti vidio yang kita download pasti rabun itu kenapa ya?",1
baik,1
Saya ingin download,1
Gak bisa di abdet,1
Youtube hebat✨😍,1
kok bisa ya tiba tiba semua video jadi gak bisa diputar bukan cuman video short nya pun juga gak bisa,0
bagus bangeeeeet! apa lagi bisa dilihat pass offline (saat di download) + bisa Sampek 3 akun,1
kenapa aplikasi YouTube saya tidak bisa di perbarui,0
HAPUSSS TRACK AUDIOOO!!!!!!!!!!,0
mantap,1
Sangat membantu,1
aku siap,1
Setuju,1
menonton lebih baik,1
okelah,1
Sangat bagus,1
ini membuat saya terhibur 🧡🧡🧡🧡🧡,1
Tapi aku tidak bisa melihat info daftar,1
bagus sangat lembantu,1
bagus,1
Tolong buka youtoub,1
berita populer,1
ok,1
😍,0
sangat memuaskan,1
Mantap berita nya,1
ga tau sih tetapi enak untuk santai,1
cari lebih bagus LG ya,1
Ok,1
amankan akun saya,0
beri saya solusi untuk eror 400,0
bisa nonton,1
SO F MANY ADS!!!!,0
please fix the ad when at the first of video its chance to get stuck its to many its always render and stuck,0
YouTube aku g bisa,1
Bagus,0
aplikasinya bagus,1
Bagus,0
daffa 😎,1
Sangat memuaskan,1
youtube kok gk bisa jalan lagi coba perbaiki bug ini dong,0
kenapa ya seringan macet macet?? bisa bantu gak?,1
"meski hal kecil tapi kek apa gitu, letak tombol subscriptionnya malah di pindah disatuin sama home, yang tadinya udah kebiasa langsung mencet di bawah kiri buat ke subscription, malah kepencet ""buat"" yang buat video, sama hal lain yang kerasa beda, ga kebiasa juga soalnya. ya, hal sepele banget emang, tapi... aduhh",1
bagus lah,1
INI KENAPA DI UPDATE GA BISA NYALIN LINK URL??? TOMBOLNYA JUGA GA ADA,0
Sangat bagus,1
bagus,1
isthebest,1
mantab,1
suka bgt aja,1
cepat dan praktis,1
bagus,1
mantap maju terus,1
bagus.bisa.mmbntu,1
tidak bisa terbuka mohon bantuannya,1
senang bagus sekali,1
bagus tapi banyak bug dan eror di aplikasinya,0
Baik,1
keren dan mantap surantap,1
Mantap,1
gak bisa d update tolong di benerin,1
bagus banget,1
sya sangat suka,1
aku tidak bisa nuntut karna tidak bisa terbuka,0
aplikasinya bagus dan lancar digunakan,1
Kenpa di aplikasi ini tidak bisa terpasang di prangkat kami mohon ulasanya,1
Kenapa gak bisa upgred,1
bagusss berguna bangettttt🫵🏻,1
tapi kok di saya YouTube nya g ada y?,1
Kenapa gk bisa dibuka dan di update,0
perfect,1
"media sosial aku cuman YouTube tapi vidio yang udah ditonton malah keulang lagi, jadi kepincit ngeselin cokk!!",0
"di versi Terbaru walaupun sudah pakai YouTube Premium tapi muncul pojok bawah kiri link produk tertentu, dan itu sangat mengganggu dan tidak bisa di hilangkan....",0
Tidak bisa di update,0
kok gak bisa di update youtube nya di hp VIVO?!,0
ya gitu lah kurang lebih,1
kenapa YouTube gak bisa di buka,0
update teroos,0
Saya mau dolod,1
bagus,1
serius iklan youtube ada selot judi nya. ya allah ampuni dosa2 semua karyawan youtube 🫣,0
bagussss,1
kenapa ni min aplikasi YouTube saya keluar keluar sendiri,1
bug jaringan tolong perbaiki,1
membari hiburan,1
yutub memang untuk hiburan lagi sepi,1
Bagus,1
👍👍,1
tidak ada masalah,1
jelek,0
kok hilang like sma suscribe nya,0
Saya sangat baik untuk,1
vilemnya bagus,1
buka YouTube sekarang ky buka kasino iklan nya judol semua serem...,0
kepencet nonaktifin pas di aktivin gk bisa gimana sih ...... aplikasi ny jelek banget padahal udh di coba segala cara tetep aja gk bisa,0
good,1
"Saya beri rate 3, sebenarnya app ini bagus, cuma yaa, feed shorts nya itulo nampilin video yg gak menarik(menurut gw) contoh kayak konten duet, filter, emoji, oc, males bgt kalo Ketemu konten kek begitu, udah segitu aja rate saya maaf jika menurut anda tidak setuju.",1
setiap masuk auto video short berisik,0
bagus saya suka dan sangat bermanfaat dan membantu,1
aplikasi yang selalu saya gunakan,0
Tolong aplikasinya di perbaiki lgi sinyal yang jelek nya,1
Saya sangat suka you tube,0
Mohon di perbaiki akun youtube saya sering kali macet min,1
Nice,1
kaka kenapa YouTube nya gak buka mulu,1
sangat bagus,1
baik srkali,1
Bagus,1
baru 40S suda iklan🥱,0
Gk bisa perbarui,0
bagus sekali,1
mantapppp bgt,1
Ok,0
Nice,1
kenapa tiba-tiba keluar sendiri?,0
aplikasi bagus tetapi kalau bisa ada versi hemat datanya seperti aplikasi lain 🙏🏻,1
"Seru banget, short dan video panjang yang menarik,banyak lagi deh",1
bagusb,1
"iklan terlalu panjang, sering ngehang sendiri",0
Yutup. Laggu lagunya semualaggu,1
Aku sangat terima kasih,1
"banyak iklan setiap 5 menit sekali itupun gaada tombol skip nya trus mana ada 2 iklan lagi, aku nonton film horor 1 jam kebanyakan iklan daripada film nya KOCAKK",0
Enak banget untuk lihat resep makanan,1
enakk ajaa,1
hilangkan iklan sangat tergangu dengan adanya iklan yang muncul ada satu kata yang sering muncul yaitu update aplikasi anda tolong di hapus kalimat yang sering muncul itu yang sangat menggangu di saat kita memakai youtobe apakah bisa di hilangkan tolong di hilang kan secepatnya atau berikan kami langka langkah untuk menghilangkan iklan atau kalimat kalimat yang sering muncul di hp dan iklan juga harus di hapus karena sangat lah menghambat untuk masuk di aplikasi youtobe,1
senang,1
bagus banget,1
bgus ko,1
COCOK UNTUK anak anak,1
woi yuotube kenapa gua setiap srost malah gambar nya diem mulu yuotube terus kalo gua bikin srost kayak error gitu cepet perbaiki yuotube 😫😫,1
Youtube keren,1
Mantap,1
saya kasih bintang lima karna update terbaru nya bisa menambah kan vitur baru yang lebih canggih,1
Bangus tapi brogam beta emang ada Ali lihat brogam beta sudah penuh,1
"WOII MATIKAN FITUR AUTO DUB NYA GA, NYEBELIN BGT GUA GA MAU SEMUA VIDEO YANG ASLI BAHASA INGGRIS DIGANTI DUBBING INDO YANG KAKU DAN GA ENAK DIDENGAR",0
bagus ok,1
terbaik untuk pengetahuan semua orang,1
YouTube is the best,1
bagus,1
Bagus,1
ini mengapa semuanya itu kalau mendownload itu harus pakai kuota? dan juga kenapa sekarang yang aku YouTube yang aku pakai ini jadi kalau aku nonton pasti nggak ada gambar channelnya,1
bagus,1
kebanyakan iklan anying,0
mohon kepada pihak youtube bisa tolong youtube di buat tidak suka error ketikan di gunakan untuk mengapelot video karena saat aku menge plot video ke youtube youtube ku error dan tidak bisa digunakan untuk menonton video,1
puas,1
youtube ku knpa gk bisa dibuka sih apakah harus di download versi terbaru ksh,1
Bagus,1
bagus,1
tidak bisa di buka,0
YouTube ok bngd,1
Jadi lbh terbntu,1
youtobe harus di ubah ke versi terbaru karena hp ngak menerima God bless you,1
loading terus meskipun wifi bagus tetap loading,0
yops keren aplikasinya iya keren banget.,1
jelek,0
banyak informasi dan hiburan yg menarik,1
Mantap,1
Ok,0
saya download kok TDK bisa,1
"tolong dong, punya saya kenapa gabisa di update ya",1
kekirim bintang5,1
semangat,1
sangat membantu,1
tegar,1
1 film kebanyakan iklan sangat mengganggu tlong di perbaiki. kurangi iklan,0
mau instal youtube,1
Mantaf,1
trek audio otomatis sampah suaranya jadi aneh bgt,1
Banyak iklan,1
ImformatifMempelajari Informasi Baru Dan Aktual.,1
not bat lah,1
min dana saya tidak sengaja masuk ke YouTube gimana caranya biar saldo saya balik,0
Yutube sangat bagus dan saya sangat menyukai yutube,1
please YouTube delete video don't touch my pizza please,1
ok,1
tolong perbaiki lagi,1
bedebest,1
bagus kok,1
banyak iklannya,0
karna terlalu sering update,0
tolong YouTube saya update seperti yang lain da filter saya gak punya tolong di update ya admin YouTube soalnya aku juga ingin ada filternya,1
sekarang iklan yang dipojok kiri bawah tidak bisa ditutup atau dihilangkan ganggu banget,0
guru besar,1
nice,1
bisa menghibur,1
"iklan kau kebanyakan yah kocak, mana ada judol lagi. Jijik tau ngeliatnya, kalo nonton live sering ngebug. Mau apa sih? dulu bagus-bagus aja loh, kenapa sekarang kek gini jelek",0
ok,1
good,1
"Youtube nya ngelag, editan tidak sese uai,tidak banyak tersimpan di draf🥀 sebagai YouTuber kecil aku berusaha dengan cara lain tapi.. gak bisa:(( dan di aku ada bug pas bikin konten:') jadi nya aku kasih bintang 4 karna ada bug konten seperti, ngelag, layar nya item soal nya gara gara cuma layar mati doang.",1
baguss bangett,1
ya bagus aja tapi ada Iklan,1
terbaik,1
sangat bagus di b,1
sangat seruh,1
youtube sudah tidak suport,0
"Assalamualaikum bang kenapa YouTube ga,bisa di buka dia keluar masuk",1
keren menarik.. konten nya,1
cukup membantu you tube ini bisa tau segala hal yg muda,1
sangat bermanfaat....😊,1
ok,1
mantap,1
Gimana cara ufdate ke persi terbaru,1
iklan anzing,0
Ko engga bisa di apdet si,1
ko saya ga bisa download youtube,0
kurang,1
sangat bagus,1
bagus,1
"semakin update bukannya makin bagus malah makan banyak iklan, mana pas liat live iklannya ada 3 dan ga bisa skip semua kan jadinya males ngulang ke bagian mana pas nonton live. Tolong lah iklannya dikurangi dan 5 detik harusnya udah bisa di skip",0
karna gak bisa fi update,0
baik,1
Tidak bisa buka youtube,0
kerenn,1
bagus sih tapi bisa gak sih iklannya di ilangin,1
saya suka YouTube,1
suka membantu orang tua kerja di kelurahan,0
menghibur,1
Bagus banget bagu,1
kenapa ngga bisa di update?,1
sangat penting,1
app yg bagus buat nonton drama music dll tapi kadang tidak bisa di buka selalu ada kesalahan entah dari mna nya,1
kenapa youtube saya nggak bisa di buka,1
woi youtube perbaikin app lu noh layar warna warni,0
bintang 5,1
Bagus,1
puas,1
"update kesini makin lag bug dimana-mana tombol like dll ngilang parah bet konten2 makin boring tapi iklan makin banyak hadeuhhhh, kayaknya masa keemasan yt udah mulai hilang 🙃",1
aku ingin youbube ini bisa kembali semula,1
"lancar dan baik, terimakasih banyak",1
Bagus banget aplikasinya seru,1
"tambahkan live bersama bisa 4 orang, biar seru",1
"STOP FLOODING VIDEO ADS, NOW YOU ADDING MORE MINI ADS IN BOTTOM SCREEN AFTER ADS? YOU RUIN THE SUBTITLE!! GREEDY!!",0
baik sekali...,1
mantap,1
membuat saya senang melihat vidio dari aplikasi yutube ini bagus kok tapi kok hape saya kadang kadang gak bisa buka yutube ya ada masalah kah,1
g bisa di di pakai,1
sangat bermanfaat,1
baik,1
oke,1
mantap,1
knapa HR ini susah skali kt buka...SDH bolak-balik di uinstal...,0
mantap,1
"tidak bs login yt denga email, server error",0
Bagus baik memuaskan,1
alham dulillah bisa konek,1
ini sangant berguna,1
tolong perbaiki bug,0
bertahun tahun baru mengalami masalah seperti ini tidak hanya sekedar mau enggak ada suaranya mbk gmn ya mbk,1
bug bagian perubahan edit channel,0
Aplikasi ini eror,1
bgus,1
satu ini saa tidak bisa menggunakan app ini.,1
sangat bagus dan berkualitas kurang nya banyak video sus,1
sangat menghibur,1
ok,1
aplikasi bagus,1
mantap,1
knp gx bisa di buka y yutube,1
like satu karna support sombr,0
gabisa di pakai,0
Ok,1
Mantap,1
good,1
Sangat oke,0
"Suda beli Premium namun masih muncul iklan. ada iklan kecil sisi kiri menjnjukan mengarah ke aplikasi shoppe.. saya kaji bintang 1, karna saya membayar 69 Ribu rugi",0
sangat baik,1
lebih mudah mencari berita,1
yakin,1
sangat baik dan bagus hanya saja terlalu banyak iklannya,1
Sangat baik,1
"kebanyakan bug, sama iklan terlalu banyak sangat sangat menggangu. belum juga produk promosinya",0
iklanya banyak banget bikin marah,0
Maaf kk kok aplikasinya nggak bisa terdoulot ya di hp saya,1
YouTube adalah aplikasi yang sangat berguna YouTube juga bisa digunakan untuk menonton film kesukaanku jadi aku maritim YouTube sebanyak sebanyak 5 bintang karena YouTube merupakan aplikasi yang enak dan bisa digunakan untuk menonton film mencari informasi dan lainnya jadi aku suka YouTube dan aku rating YouTube sebanyak 5 bintang,1
sangat senang,1
Piala Dunia 2026 Live Di Youtube,1
bagus,1
error banyak vifio tidak dapat di putar apalagi di download padahal fitur download aktif,1
return dislike,1
"kebanyakan iklan, mending ga usah di tonton",0
dikit dikit iklan,0
say sedih sangat suka menonton you tube saya ingin mengupdet Yuo Tube,1
Bagus,1
"sangat buruk dan semakin parah, semakin banyak konten tidak mendidik, tebar aurat, harusnya pihak youtube cepat tindak lanjuti konten konten seperti itu, bukan malah beri kebebasan",0
sangat bagus,1
Kerennn,1
Tidak bisa update Tidak bisa update,0
Mohon bantuan solusi bagaimana cara yang harus di lakukan karena aplikasi youtube sudah tidak kompatibel dengan perangkat saya(Samsung galaxi J2Pro),1
ga bisa update,0
"iklan di video mengganggu kali, tolong hilangkan iklannya, saya udah premium, seharusnya tidak ada lagi iklannya. tolong di perbaiki bug nya",1
aku seneng banget nonton di yutub,1
ngga bisa di buka,1
sangat bagus,1
bagus,1
Palingpopuler Dan terbaik Dan lancar,1
Sekarang gak bisa donwlot lg,0
udah ga work di hp Xiaomi 4x,0
aplikasi YouTube saya tidak bisa dibuka atau tidak Ada pembaharuan atau tidak kompatinbel,0
mantap,1
terbaik 👍👍👍,1
sedikit2 update ini aplikasi,1
Kenapa saya tidak bisa menggunakan akun youtube ini,1
"kenapa ga.muncul.tombol.like ,unlike dan download...tolong dong..saya kasih bintang 3 dulu kalau ga diperbaiki",1
"ini kenapa jadi banyak iklan judol ya? tapi anehnya sekali liat nama aplikasinya itu, aplikasinya ada di play store dan itu aplikasi beneran tapi sekali di pencet langsung ke web judolnya, tolong di perbaiki atau YouTube memang mengiklankan judol??? sesekali juga ada pinjol atau kalo gak dari kedua itu pasti iklan pornografi dan itu di semua iklan bukan cuman sekali dua kali aja TAPI SEMUA IKLAN",0
sangat membanty,1
masuk you tube ko lola sekali,1
Bisa mbantu,1
tolong dong kenapa YouTube di hp ku sering errornya YouTube nya gak bisa masuk di beranda.sering eror malahan sekarang nih lagi eror gmn nya?,1
aku sampai punya akun 2disini,1
makin jelek YouTube sekarang yaa... nonton live streaming iklan tiap 5menit.,0
"saya kurangin lagi, ada iklan yang g bisa ditutup. menghalangi banget pandangan ketika mau nonton",0
"kenapa banyak sekali bug nya, padahal. sinyal bagus tapi buat nonton vidio selalu ngelag, kalo. ada vidio durasi panjang banyak sekali iklannya, habis itu layar nya hitam tidak. bisa di skip tidak bisa di apa apain, kalo rilog ngelag padahal sinyal bagus, tolong di perbaiki, ini juga sudah lama YouTube banyak bug nya dan sangat susah untuk melihat vidio berdurasi panjang, karna bug iklan yang ndak bisa dan skip, dan mudah ngelag",0
knp tidak bisa didonlod,0
ada aja modelan iklan yang gak bisa diapa-apain,0
banyak iklan kasian anak anak kalo buka aplikasi ini,0
cepat responsif,1
"kenapa sih upload video pake wifi sering ada keterangan menunggu jaringan , padahal wifi lancar ,paketan 100mbps pemakaian 2 hp doang",0
semoga tambah baik kedepannya,1
sangat sangat bagus cuma kebanyakan iklan,1
"iklan nya makin gila, masa satu video 20 menitan, iklan bisa lebih dari lima, dan rata rata iklannya 10 detik, makin gak ngotak iklannya",0
Ima tat .,1
"masa iya uptade terus, padahal baru tadi pagi.lag, padahal sinyal lancar. jengkel bangett.",0
Sangat baik,1
Mantap,1
aku suka banget nonton,1
Mantap,1
saya dapat lebih maju,1
"youtube saya GK bisa dibuka, losusinya donk",1
subtitlenya terlalu bawah,1
Ga bisa sama sekali,0
videonya tidak bisa dimainkan secara otomatis.,1
informasi itu sangat penting,1
Bagus,1
aplikasi apa ini enggel layar nya gak bisa di putar sama sekali,0
masalah dengan server 400,0
"Minta update setiap hari, gajelas",0
sangat bagus,1
Baguss,1
bikin bug di hp infinix aku loging eror,1
"keren,kenapa gak bisa youtube.",1
"bagus, tapi ini lagi macet.",1
tidak puas,0
"menyesal gw update youtube, ini bukan upgrade tapi downgrade sama kyak aplikasi lainnya pada downgrade semua bukan upgrade ada lagi satu video bisa muat 3 atau lebih iklannya dan itu semua gk bisa di skip, klo di youtube tv malah tambah parah satu video 6 iklan dan itu semua terpisah. update dari gw belum sampe setengah video muncul iklan gaje terus",0
bernyanyi,1
apik,1
sangat bagus dan menghibur,1
Bagus,1
dikit dikit verifikasi udah verifikasi di ulangi lagi jelek lah intinya,0
Ga bisa dibuka,0
Aplikasi ini sangatlah berguna,1
trus berkualitas,1
Tidak bisa,1
sangat bagus,1
sangat bagus,1
bagus,1
"too many ads, even online gambling ads, it's a shame",0
Gila,1
tidakmemuaskan,1
bagus,1
"Aplikasinya bagus, komplit,ada fitur produk jualan, resolusi video komplit hingga 8K, semoga makin berkembang aplikasinya👍👍",1
baik,1
kenapa sih setiap nonton vidio ada iklan pas di pencet skip vidio yang di tonton jadi ke belah tiga ke gabung sama iklan,1
Ok bagus,1
Sangat baik,1
"apk kikir setiap 5 menit pasti akan ada iklan,mengganggu banget untuk orang yang suka menonton video panjang",0
👍jadi tidak bosan dan membuat agak pintar,1
Mantap!,1
AWESOME,1
mantap,1
mantap,1
iklan bangsat,0
aplikasi nya bagus banget terimakasih atas udah download aplikasi ini 🙏🏻🙏🏻,1
Mantap,1
"BUG YOUTUBE BUSUK BANGET, BERLANGGANAN MALAH KAYA GINI, DI PLAYLIST URUTAN DARI VIDEO PERTAMA LANGSUNGGGGGG LANGKAH KE VIDEO KETIGA, PADAHAL FITUR ACAK TIDAK AKTIF, WAKTU RESET ULANG ATAU HAPUS CACHE PULIH TAPI TIDAK BERLANSUNG LAMA BUG NYA KEMBALI.........",0
Bagus,1
aman dan mantap,1
bagus,1
Bagus sekali,1
seru,1
nggak bisa update,0
sangat memuaskan,1
bisa melihat konten,1
gak bisa update. aplikasi yutub eror,0
bgus,1
boros kuota nya luar biasa anjir,0
"Iklannya harus dihapus, buat yt premium menjadi gratis, karena membuang uang kita!! sekian terimakasih..",1
bug babi🥀,1
kimmoci 😘😘,1
iklan suka ga keputer trs bikin eror YouTube,0
bagus,1
Knp saya ga bisa pakai yuotobe,0
Ok,1
admin YouTube tolong iya ini ada bug saat saya sedang menonton video terkadang layar sering error atau kebelah sendiri tanpa alasan dan tolong TOLONG JUGA HAPUS VIDEO AI dah itu saja :D plus JANGAN SERING TAMPILI IKLAN KONDOM TAKUT KALAU ADA ANAK yang nonton dah emang kambing:v,0
sangat puas,1
terbaik,1
karena video nya gak bisa di tonton,0
Mantap,1
tapi tolong tambahkan seperti videonya tuh kayak pantulan cermin,1
mantap,1
bagus ok,1
gogoooo,1
seru,1
Aku mau ini bisa,1
aplikasi bagus,1
bagus sekali,1
iklan udah terlalu berlebihan dan menggangu banget.,0
gw gak tau apa apa tiba-tiba ke pencet uninstall malah jadi aneh,0
Aplikasi youtube tidak bisa di buka,0
tidak bisa,1
bagus mantap,1
ok,1
youtube gak bisa di pakek😒,0
Tolong di perbaiki untuk beberapa fitur entah kenapa banyak bug,1
Sangat jelek,0
sangat cocok untuk bisnis,1
banyak bug,1
kok pas memutuskan video ada suara kek ai dan suara videonya GK ada kenapa,0
"interfacenya sekaranf aneh,.. tombol like, simpan ke playlist, tidak ada di tampilan luar video,.. harus fullscreen video dlu baru bisa like dan tambah ke playlist",0
